,id,task,messages,detail,input,output_format,metric,ground_truth
31,165bc2ff-474d-47f7-a7cc-31c76aac67be,contour_extraction,"Detect all the pattern using ref image and get the masks (pixel-level) of all the pattern. (If the objects is pattern, you can use image processing such as otsu to get the pattern. Otherwise, you can use object detection + segmentation model.)Get the mask which represent the overlap between pattern contour and the residual outlier. (No overlap is possible)Supply the end result as a PIL.Image.uint8 (Do not use list). (If the mask is bool please multiply 255. Give the final answer in float or int using result variable. The graylevel of pattern is larger than background. Please use image processing method (such as otsu) to get the binary mask.)","Detect all the pattern using ref image and get the masks (pixel-level) of all the pattern. (If the objects is pattern, you can use image processing such as otsu to get the pattern. Otherwise, you can use object detection + segmentation model.)Convert two image into gray. Get the residual between two image (based on test image). Get the residual > 20. Get the mask which represent the overlap between pattern contour and the residual outlier. (No overlap is possible)Supply the end result as a PIL.Image.uint8 (Do not use list). (If the mask is bool please multiply 255. Give the final answer in float or int using result variable. The graylevel of pattern is larger than background. Please use image processing method (such as otsu) to get the binary mask.)","{'ref': './data/public_set/165bc2ff-474d-47f7-a7cc-31c76aac67be/ref.png', 'test': './data/public_set/165bc2ff-474d-47f7-a7cc-31c76aac67be/test.png'}","mask(graylevel, foreground: 255, background: 0)",IOU,./data/public_set/165bc2ff-474d-47f7-a7cc-31c76aac67be/defect.png
32,f856ff65-774c-4c99-ac5e-b1fbae8248a5,contour_extraction,"Detect all the pattern using ref image and get the masks (pixel-level) of all the pattern. (If the objects is pattern, you can use image processing such as otsu to get the pattern. Otherwise, you can use object detection + segmentation model.)Get the mask which represent the overlap between pattern contour and the residual outlier. (No overlap is possible)Supply the end result as a PIL.Image.uint8 (Do not use list). (If the mask is bool please multiply 255. Give the final answer in float or int using result variable. The graylevel of pattern is larger than background. Please use image processing method (such as otsu) to get the binary mask.)","Detect all the pattern using ref image and get the masks (pixel-level) of all the pattern. (If the objects is pattern, you can use image processing such as otsu to get the pattern. Otherwise, you can use object detection + segmentation model.)Convert two image into gray. Get the residual between two image (based on test image). Get the residual > 20. Get the mask which represent the overlap between pattern contour and the residual outlier. (No overlap is possible)Supply the end result as a PIL.Image.uint8 (Do not use list). (If the mask is bool please multiply 255. Give the final answer in float or int using result variable. The graylevel of pattern is larger than background. Please use image processing method (such as otsu) to get the binary mask.)","{'ref': './data/public_set/f856ff65-774c-4c99-ac5e-b1fbae8248a5/ref.png', 'test': './data/public_set/f856ff65-774c-4c99-ac5e-b1fbae8248a5/test.png'}","mask(graylevel, foreground: 255, background: 0)",IOU,./data/public_set/f856ff65-774c-4c99-ac5e-b1fbae8248a5/defect.png
33,8867a686-cc61-424b-8447-d8f45cde79e4,distance,Calculate the distance between two pattern centroid. (Give the final answer in float or int using result variable. The graylevel of pattern is larger than background. Please use image processing method (such as otsu) to get the binary mask.),Calculate the distance between two pattern centroid. (Give the final answer in float or int using result variable. The graylevel of pattern is larger than background. Please use image processing method (such as otsu) to get the binary mask.),{'ref': './data/public_set/8867a686-cc61-424b-8447-d8f45cde79e4/ref.png'},float,MAE,347.9403684541361
34,76658856-2961-4672-bbd1-94837869aa7e,distance,Calculate the distance between two pattern centroid. (Give the final answer in float or int using result variable. The graylevel of pattern is larger than background. Please use image processing method (such as otsu) to get the binary mask.),Calculate the distance between two pattern centroid. (Give the final answer in float or int using result variable. The graylevel of pattern is larger than background. Please use image processing method (such as otsu) to get the binary mask.),{'ref': './data/public_set/76658856-2961-4672-bbd1-94837869aa7e/ref.png'},float,MAE,338.7320804858229
35,b5d054a8-c462-4cd8-addd-610d1e71d1b3,distance,Calculate the distance between two pattern centroid. (Give the final answer in float or int using result variable. The graylevel of pattern is larger than background. Please use image processing method (such as otsu) to get the binary mask.),Calculate the distance between two pattern centroid. (Give the final answer in float or int using result variable. The graylevel of pattern is larger than background. Please use image processing method (such as otsu) to get the binary mask.),{'ref': './data/public_set/b5d054a8-c462-4cd8-addd-610d1e71d1b3/ref.png'},float,MAE,411.56761750350745
36,f82883d8-84b7-4be0-89d3-efcafd5c2dba,distance,Calculate the distance between two pattern centroid. (Give the final answer in float or int using result variable. The graylevel of pattern is larger than background. Please use image processing method (such as otsu) to get the binary mask.),Calculate the distance between two pattern centroid. (Give the final answer in float or int using result variable. The graylevel of pattern is larger than background. Please use image processing method (such as otsu) to get the binary mask.),{'ref': './data/public_set/f82883d8-84b7-4be0-89d3-efcafd5c2dba/ref.png'},float,MAE,286.80001743375124
37,0944a2e2-9456-4d10-bb3b-559a18846aa3,distance,Calculate the distance between two pattern centroid. (Give the final answer in float or int using result variable. The graylevel of pattern is larger than background. Please use image processing method (such as otsu) to get the binary mask.),Calculate the distance between two pattern centroid. (Give the final answer in float or int using result variable. The graylevel of pattern is larger than background. Please use image processing method (such as otsu) to get the binary mask.),{'ref': './data/public_set/0944a2e2-9456-4d10-bb3b-559a18846aa3/ref.png'},float,MAE,428.981351576033
38,77d91df9-65fc-487f-8e5f-d539222e7ba3,distance,Calculate the distance between two pattern centroid. (Give the final answer in float or int using result variable. The graylevel of pattern is larger than background. Please use image processing method (such as otsu) to get the binary mask.),Calculate the distance between two pattern centroid. (Give the final answer in float or int using result variable. The graylevel of pattern is larger than background. Please use image processing method (such as otsu) to get the binary mask.),{'ref': './data/public_set/77d91df9-65fc-487f-8e5f-d539222e7ba3/ref.png'},float,MAE,408.71750635371615
39,9e081ece-ecc2-471e-b576-dffd49a14ec1,angle_from_origin,"Calculate the angle of the pattern centroid (left top is origin, angle calculate from the top). (Give the final answer in float or int using result variable. The graylevel of pattern is larger than background. Please use image processing method (such as otsu) to get the binary mask.)","Calculate the angle of the pattern centroid (left top is origin, angle calculate from the top). (Give the final answer in float or int using result variable. The graylevel of pattern is larger than background. Please use image processing method (such as otsu) to get the binary mask.)",{'ref': './data/public_set/9e081ece-ecc2-471e-b576-dffd49a14ec1/ref.png'},float,MAE,49.6858998395027
40,76d8cb00-e396-439a-93fe-ba461a951ee4,angle_from_origin,"Calculate the angle of the pattern centroid (left top is origin, angle calculate from the top). (Give the final answer in float or int using result variable. The graylevel of pattern is larger than background. Please use image processing method (such as otsu) to get the binary mask.)","Calculate the angle of the pattern centroid (left top is origin, angle calculate from the top). (Give the final answer in float or int using result variable. The graylevel of pattern is larger than background. Please use image processing method (such as otsu) to get the binary mask.)",{'ref': './data/public_set/76d8cb00-e396-439a-93fe-ba461a951ee4/ref.png'},float,MAE,55.2964428637349
41,4bde3094-10c3-4ff0-8348-aacb67a2f2f1,angle_from_origin,"Calculate the angle of the pattern centroid (left top is origin, angle calculate from the top). (Give the final answer in float or int using result variable. The graylevel of pattern is larger than background. Please use image processing method (such as otsu) to get the binary mask.)","Calculate the angle of the pattern centroid (left top is origin, angle calculate from the top). (Give the final answer in float or int using result variable. The graylevel of pattern is larger than background. Please use image processing method (such as otsu) to get the binary mask.)",{'ref': './data/public_set/4bde3094-10c3-4ff0-8348-aacb67a2f2f1/ref.png'},float,MAE,49.14345039262679
42,579c7c06-b4e4-4251-a1a6-34126f6a74f1,angle_from_origin,"Calculate the angle of the pattern centroid (left top is origin, angle calculate from the top). (Give the final answer in float or int using result variable. The graylevel of pattern is larger than background. Please use image processing method (such as otsu) to get the binary mask.)","Calculate the angle of the pattern centroid (left top is origin, angle calculate from the top). (Give the final answer in float or int using result variable. The graylevel of pattern is larger than background. Please use image processing method (such as otsu) to get the binary mask.)",{'ref': './data/public_set/579c7c06-b4e4-4251-a1a6-34126f6a74f1/ref.png'},float,MAE,28.8964162638126
43,3c6a09db-17b0-4725-8528-4702e41024df,angle_from_origin,"Calculate the angle of the pattern centroid (left top is origin, angle calculate from the top). (Give the final answer in float or int using result variable. The graylevel of pattern is larger than background. Please use image processing method (such as otsu) to get the binary mask.)","Calculate the angle of the pattern centroid (left top is origin, angle calculate from the top). (Give the final answer in float or int using result variable. The graylevel of pattern is larger than background. Please use image processing method (such as otsu) to get the binary mask.)",{'ref': './data/public_set/3c6a09db-17b0-4725-8528-4702e41024df/ref.png'},float,MAE,58.484951643138814
44,867d3144-ffcf-45a4-8085-5c10a7a5fe9c,density,Count the pattern on the images.  The picture area is 73 square meters. Calculate the density (count/per square meters) of the pattern. (Give the final answer in float or int using result variable. The graylevel of pattern is larger than background. Please use image processing method (such as otsu) to get the binary mask.),Count the pattern on the images.  The picture area is 73 square meters. Calculate the density (count/per square meters) of the pattern. (Give the final answer in float or int using result variable. The graylevel of pattern is larger than background. Please use image processing method (such as otsu) to get the binary mask.),{'ref': './data/public_set/867d3144-ffcf-45a4-8085-5c10a7a5fe9c/ref.png'},float,MAE,1.1095890410958904
45,a5d645c7-c0e6-45da-86d3-c3a83a12b2e2,density,Count the pattern on the images.  The picture area is 51 square meters. Calculate the density (count/per square meters) of the pattern. (Give the final answer in float or int using result variable. The graylevel of pattern is larger than background. Please use image processing method (such as otsu) to get the binary mask.),Count the pattern on the images.  The picture area is 51 square meters. Calculate the density (count/per square meters) of the pattern. (Give the final answer in float or int using result variable. The graylevel of pattern is larger than background. Please use image processing method (such as otsu) to get the binary mask.),{'ref': './data/public_set/a5d645c7-c0e6-45da-86d3-c3a83a12b2e2/ref.png'},float,MAE,1.2549019607843137
46,271bb188-df0f-4127-891b-249730034ff8,density,Count the pattern on the images.  The picture area is 69 square meters. Calculate the density (count/per square meters) of the pattern. (Give the final answer in float or int using result variable. The graylevel of pattern is larger than background. Please use image processing method (such as otsu) to get the binary mask.),Count the pattern on the images.  The picture area is 69 square meters. Calculate the density (count/per square meters) of the pattern. (Give the final answer in float or int using result variable. The graylevel of pattern is larger than background. Please use image processing method (such as otsu) to get the binary mask.),{'ref': './data/public_set/271bb188-df0f-4127-891b-249730034ff8/ref.png'},float,MAE,2.0869565217391304
47,ca0ab1f6-704c-45c8-8c9c-8ceceb5d6feb,density,Count the pattern on the images.  The picture area is 41 square meters. Calculate the density (count/per square meters) of the pattern. (Give the final answer in float or int using result variable. The graylevel of pattern is larger than background. Please use image processing method (such as otsu) to get the binary mask.),Count the pattern on the images.  The picture area is 41 square meters. Calculate the density (count/per square meters) of the pattern. (Give the final answer in float or int using result variable. The graylevel of pattern is larger than background. Please use image processing method (such as otsu) to get the binary mask.),{'ref': './data/public_set/ca0ab1f6-704c-45c8-8c9c-8ceceb5d6feb/ref.png'},float,MAE,4.121951219512195
48,2c11d998-30af-4a61-b378-d2085e54567c,density,Count the pattern on the images.  The picture area is 43 square meters. Calculate the density (count/per square meters) of the pattern. (Give the final answer in float or int using result variable. The graylevel of pattern is larger than background. Please use image processing method (such as otsu) to get the binary mask.),Count the pattern on the images.  The picture area is 43 square meters. Calculate the density (count/per square meters) of the pattern. (Give the final answer in float or int using result variable. The graylevel of pattern is larger than background. Please use image processing method (such as otsu) to get the binary mask.),{'ref': './data/public_set/2c11d998-30af-4a61-b378-d2085e54567c/ref.png'},float,MAE,0.046511627906976744
49,dc7a9c85-7323-4112-ada9-347676ff2ffa,density,Count the pattern on the images.  The picture area is 80 square meters. Calculate the density (count/per square meters) of the pattern. (Give the final answer in float or int using result variable. The graylevel of pattern is larger than background. Please use image processing method (such as otsu) to get the binary mask.),Count the pattern on the images.  The picture area is 80 square meters. Calculate the density (count/per square meters) of the pattern. (Give the final answer in float or int using result variable. The graylevel of pattern is larger than background. Please use image processing method (such as otsu) to get the binary mask.),{'ref': './data/public_set/dc7a9c85-7323-4112-ada9-347676ff2ffa/ref.png'},float,MAE,0.2
50,ebaa7ca5-987a-4c86-82db-f849b6d8bf1c,alignment,Align reference with test images for range 20 pixels. Find the difference between two images. Supply the end result as a PIL.Image object,Covert reference and test image into gray (float). Align reference with test by minimizing the residual by rolling across dx dy for range 20 pixels. Calculate the residual of shifted reference and test. Set 30 pixel border of residual to 0 (Do not use pad). Display where the residual > 2.5*IQR. Supply the end result as a PIL.Image object,"{'ref': './data/public_set/ebaa7ca5-987a-4c86-82db-f849b6d8bf1c/ref.png', 'test': './data/public_set/ebaa7ca5-987a-4c86-82db-f849b6d8bf1c/test.png'}","mask(graylevel, foreground: 255, background: 0)",IOU,./data/public_set/ebaa7ca5-987a-4c86-82db-f849b6d8bf1c/defect.png
51,0c799e6d-d0fe-49dc-a9e6-6f0d68192ebb,alignment,Align reference with test images for range 20 pixels. Find the difference between two images. Supply the end result as a PIL.Image object,Covert reference and test image into gray (float). Align reference with test by minimizing the residual by rolling across dx dy for range 20 pixels. Calculate the residual of shifted reference and test. Set 30 pixel border of residual to 0 (Do not use pad). Display where the residual > 2.5*IQR. Supply the end result as a PIL.Image object,"{'ref': './data/public_set/0c799e6d-d0fe-49dc-a9e6-6f0d68192ebb/ref.png', 'test': './data/public_set/0c799e6d-d0fe-49dc-a9e6-6f0d68192ebb/test.png'}","mask(graylevel, foreground: 255, background: 0)",IOU,./data/public_set/0c799e6d-d0fe-49dc-a9e6-6f0d68192ebb/defect.png
52,5ab0c0f5-5e36-45e7-b5cc-8e62e2a3eb6a,alignment,Align reference with test images for range 20 pixels. Find the difference between two images. Supply the end result as a PIL.Image object,Covert reference and test image into gray (float). Align reference with test by minimizing the residual by rolling across dx dy for range 20 pixels. Calculate the residual of shifted reference and test. Set 30 pixel border of residual to 0 (Do not use pad). Display where the residual > 2.5*IQR. Supply the end result as a PIL.Image object,"{'ref': './data/public_set/5ab0c0f5-5e36-45e7-b5cc-8e62e2a3eb6a/ref.png', 'test': './data/public_set/5ab0c0f5-5e36-45e7-b5cc-8e62e2a3eb6a/test.png'}","mask(graylevel, foreground: 255, background: 0)",IOU,./data/public_set/5ab0c0f5-5e36-45e7-b5cc-8e62e2a3eb6a/defect.png
53,5f29dab0-6689-458b-a62e-3156c39968e0,alignment,Align reference with test images for range 20 pixels. Find the difference between two images. Supply the end result as a PIL.Image object,Covert reference and test image into gray (float). Align reference with test by minimizing the residual by rolling across dx dy for range 20 pixels. Calculate the residual of shifted reference and test. Set 30 pixel border of residual to 0 (Do not use pad). Display where the residual > 2.5*IQR. Supply the end result as a PIL.Image object,"{'ref': './data/public_set/5f29dab0-6689-458b-a62e-3156c39968e0/ref.png', 'test': './data/public_set/5f29dab0-6689-458b-a62e-3156c39968e0/test.png'}","mask(graylevel, foreground: 255, background: 0)",IOU,./data/public_set/5f29dab0-6689-458b-a62e-3156c39968e0/defect.png
54,4cde1332-d530-49d3-aa2f-23af38429840,alignment,Align reference with test images for range 20 pixels. Find the difference between two images. Supply the end result as a PIL.Image object,Covert reference and test image into gray (float). Align reference with test by minimizing the residual by rolling across dx dy for range 20 pixels. Calculate the residual of shifted reference and test. Set 30 pixel border of residual to 0 (Do not use pad). Display where the residual > 2.5*IQR. Supply the end result as a PIL.Image object,"{'ref': './data/public_set/4cde1332-d530-49d3-aa2f-23af38429840/ref.png', 'test': './data/public_set/4cde1332-d530-49d3-aa2f-23af38429840/test.png'}","mask(graylevel, foreground: 255, background: 0)",IOU,./data/public_set/4cde1332-d530-49d3-aa2f-23af38429840/defect.png
55,0553fc38-0adf-4032-81c0-8d43586360ff,alignment,Align reference with test images for range 20 pixels. Find the difference between two images. Supply the end result as a PIL.Image object,Covert reference and test image into gray (float). Align reference with test by minimizing the residual by rolling across dx dy for range 20 pixels. Calculate the residual of shifted reference and test. Set 30 pixel border of residual to 0 (Do not use pad). Display where the residual > 2.5*IQR. Supply the end result as a PIL.Image object,"{'ref': './data/public_set/0553fc38-0adf-4032-81c0-8d43586360ff/ref.png', 'test': './data/public_set/0553fc38-0adf-4032-81c0-8d43586360ff/test.png'}","mask(graylevel, foreground: 255, background: 0)",IOU,./data/public_set/0553fc38-0adf-4032-81c0-8d43586360ff/defect.png
56,609a5eac-ded6-4b98-8930-d22d70dc2c9c,alignment,Align reference with test images for range 20 pixels. Find the difference between two images. Supply the end result as a PIL.Image object,Covert reference and test image into gray (float). Align reference with test by minimizing the residual by rolling across dx dy for range 20 pixels. Calculate the residual of shifted reference and test. Set 30 pixel border of residual to 0 (Do not use pad). Display where the residual > 2.5*IQR. Supply the end result as a PIL.Image object,"{'ref': './data/public_set/609a5eac-ded6-4b98-8930-d22d70dc2c9c/ref.png', 'test': './data/public_set/609a5eac-ded6-4b98-8930-d22d70dc2c9c/test.png'}","mask(graylevel, foreground: 255, background: 0)",IOU,./data/public_set/609a5eac-ded6-4b98-8930-d22d70dc2c9c/defect.png
57,e8dfdc1f-344d-441a-899f-f4c3d83356b5,alignment,Align reference with test images for range 20 pixels. Find the difference between two images. Supply the end result as a PIL.Image object,Covert reference and test image into gray (float). Align reference with test by minimizing the residual by rolling across dx dy for range 20 pixels. Calculate the residual of shifted reference and test. Set 30 pixel border of residual to 0 (Do not use pad). Display where the residual > 2.5*IQR. Supply the end result as a PIL.Image object,"{'ref': './data/public_set/e8dfdc1f-344d-441a-899f-f4c3d83356b5/ref.png', 'test': './data/public_set/e8dfdc1f-344d-441a-899f-f4c3d83356b5/test.png'}","mask(graylevel, foreground: 255, background: 0)",IOU,./data/public_set/e8dfdc1f-344d-441a-899f-f4c3d83356b5/defect.png
58,593a524e-81b3-4cf8-98f3-1db6a6e8ccb9,alignment,Align reference with test images for range 20 pixels. Find the difference between two images. Supply the end result as a PIL.Image object,Covert reference and test image into gray (float). Align reference with test by minimizing the residual by rolling across dx dy for range 20 pixels. Calculate the residual of shifted reference and test. Set 30 pixel border of residual to 0 (Do not use pad). Display where the residual > 2.5*IQR. Supply the end result as a PIL.Image object,"{'ref': './data/public_set/593a524e-81b3-4cf8-98f3-1db6a6e8ccb9/ref.png', 'test': './data/public_set/593a524e-81b3-4cf8-98f3-1db6a6e8ccb9/test.png'}","mask(graylevel, foreground: 255, background: 0)",IOU,./data/public_set/593a524e-81b3-4cf8-98f3-1db6a6e8ccb9/defect.png
59,26244005-e111-4774-9349-2564fc1574c0,alignment,Align reference with test images for range 20 pixels. Find the difference between two images. Supply the end result as a PIL.Image object,Covert reference and test image into gray (float). Align reference with test by minimizing the residual by rolling across dx dy for range 20 pixels. Calculate the residual of shifted reference and test. Set 30 pixel border of residual to 0 (Do not use pad). Display where the residual > 2.5*IQR. Supply the end result as a PIL.Image object,"{'ref': './data/public_set/26244005-e111-4774-9349-2564fc1574c0/ref.png', 'test': './data/public_set/26244005-e111-4774-9349-2564fc1574c0/test.png'}","mask(graylevel, foreground: 255, background: 0)",IOU,./data/public_set/26244005-e111-4774-9349-2564fc1574c0/defect.png
60,a6172c6a-2dfe-431a-b162-f886ffa69af3,alignment,Align reference with test images for range 20 pixels. Find the difference between two images. Supply the end result as a PIL.Image object,Covert reference and test image into gray (float). Align reference with test by minimizing the residual by rolling across dx dy for range 20 pixels. Calculate the residual of shifted reference and test. Set 30 pixel border of residual to 0 (Do not use pad). Display where the residual > 2.5*IQR. Supply the end result as a PIL.Image object,"{'ref': './data/public_set/a6172c6a-2dfe-431a-b162-f886ffa69af3/ref.png', 'test': './data/public_set/a6172c6a-2dfe-431a-b162-f886ffa69af3/test.png'}","mask(graylevel, foreground: 255, background: 0)",IOU,./data/public_set/a6172c6a-2dfe-431a-b162-f886ffa69af3/defect.png
61,950ad48d-a849-47d4-9a26-d3afac5fce60,alignment,Align reference with test images for range 20 pixels. Find the difference between two images. Supply the end result as a PIL.Image object,Covert reference and test image into gray (float). Align reference with test by minimizing the residual by rolling across dx dy for range 20 pixels. Calculate the residual of shifted reference and test. Set 30 pixel border of residual to 0 (Do not use pad). Display where the residual > 2.5*IQR. Supply the end result as a PIL.Image object,"{'ref': './data/public_set/950ad48d-a849-47d4-9a26-d3afac5fce60/ref.png', 'test': './data/public_set/950ad48d-a849-47d4-9a26-d3afac5fce60/test.png'}","mask(graylevel, foreground: 255, background: 0)",IOU,./data/public_set/950ad48d-a849-47d4-9a26-d3afac5fce60/defect.png
62,02a2a8c3-0835-4e44-81cb-c93808cab3b4,alignment,Align reference with test images for range 20 pixels. Find the difference between two images. Supply the end result as a PIL.Image object,Covert reference and test image into gray (float). Align reference with test by minimizing the residual by rolling across dx dy for range 20 pixels. Calculate the residual of shifted reference and test. Set 30 pixel border of residual to 0 (Do not use pad). Display where the residual > 2.5*IQR. Supply the end result as a PIL.Image object,"{'ref': './data/public_set/02a2a8c3-0835-4e44-81cb-c93808cab3b4/ref.png', 'test': './data/public_set/02a2a8c3-0835-4e44-81cb-c93808cab3b4/test.png'}","mask(graylevel, foreground: 255, background: 0)",IOU,./data/public_set/02a2a8c3-0835-4e44-81cb-c93808cab3b4/defect.png
63,c5c3cde9-9c00-463a-908e-0b0e3b77fbc2,alignment,Align reference with test images for range 20 pixels. Find the difference between two images. Supply the end result as a PIL.Image object,Covert reference and test image into gray (float). Align reference with test by minimizing the residual by rolling across dx dy for range 20 pixels. Calculate the residual of shifted reference and test. Set 30 pixel border of residual to 0 (Do not use pad). Display where the residual > 2.5*IQR. Supply the end result as a PIL.Image object,"{'ref': './data/public_set/c5c3cde9-9c00-463a-908e-0b0e3b77fbc2/ref.png', 'test': './data/public_set/c5c3cde9-9c00-463a-908e-0b0e3b77fbc2/test.png'}","mask(graylevel, foreground: 255, background: 0)",IOU,./data/public_set/c5c3cde9-9c00-463a-908e-0b0e3b77fbc2/defect.png
64,623df4bd-c123-4df7-ad39-3d03162fd84c,alignment,Align reference with test images for range 20 pixels. Find the difference between two images. Supply the end result as a PIL.Image object,Covert reference and test image into gray (float). Align reference with test by minimizing the residual by rolling across dx dy for range 20 pixels. Calculate the residual of shifted reference and test. Set 30 pixel border of residual to 0 (Do not use pad). Display where the residual > 2.5*IQR. Supply the end result as a PIL.Image object,"{'ref': './data/public_set/623df4bd-c123-4df7-ad39-3d03162fd84c/ref.png', 'test': './data/public_set/623df4bd-c123-4df7-ad39-3d03162fd84c/test.png'}","mask(graylevel, foreground: 255, background: 0)",IOU,./data/public_set/623df4bd-c123-4df7-ad39-3d03162fd84c/defect.png
65,22377cb2-fd3d-4255-bd9b-a0ed74e3204d,rotation,Adjust the orientation of the refence image using the test image. Display where the difference. Supply the end result as a PIL.Image object,Detect SIFT features in both the reference and test images. Match features using a Brute Force matcher. Estimate the rotation angle and translation using RANSAC. Rotate the reference image using the estimated homography matrix. Remove the noise of rotated referece image and test image. Calculate the residual using gray images and set 30 pixel border of residual to 0. Display where the outlier of residual in binary mask and remove small objects. Supply the end result as a PIL.Image object,"{'ref': './data/public_set/22377cb2-fd3d-4255-bd9b-a0ed74e3204d/ref.png', 'test': './data/public_set/22377cb2-fd3d-4255-bd9b-a0ed74e3204d/test.png'}","mask(graylevel, foreground: 255, background: 0)",IOU,./data/public_set/22377cb2-fd3d-4255-bd9b-a0ed74e3204d/defect.png
66,04f255ed-5824-4853-96e1-be41d14eaa4c,rotation,Adjust the orientation of the refence image using the test image. Display where the difference. Supply the end result as a PIL.Image object,Detect SIFT features in both the reference and test images. Match features using a Brute Force matcher. Estimate the rotation angle and translation using RANSAC. Rotate the reference image using the estimated homography matrix. Remove the noise of rotated referece image and test image. Calculate the residual using gray images and set 30 pixel border of residual to 0. Display where the outlier of residual in binary mask and remove small objects. Supply the end result as a PIL.Image object,"{'ref': './data/public_set/04f255ed-5824-4853-96e1-be41d14eaa4c/ref.png', 'test': './data/public_set/04f255ed-5824-4853-96e1-be41d14eaa4c/test.png'}","mask(graylevel, foreground: 255, background: 0)",IOU,./data/public_set/04f255ed-5824-4853-96e1-be41d14eaa4c/defect.png
67,2fda1697-33cb-47e5-a982-93795d3b862c,rotation,Adjust the orientation of the refence image using the test image. Display where the difference. Supply the end result as a PIL.Image object,Detect SIFT features in both the reference and test images. Match features using a Brute Force matcher. Estimate the rotation angle and translation using RANSAC. Rotate the reference image using the estimated homography matrix. Remove the noise of rotated referece image and test image. Calculate the residual using gray images and set 30 pixel border of residual to 0. Display where the outlier of residual in binary mask and remove small objects. Supply the end result as a PIL.Image object,"{'ref': './data/public_set/2fda1697-33cb-47e5-a982-93795d3b862c/ref.png', 'test': './data/public_set/2fda1697-33cb-47e5-a982-93795d3b862c/test.png'}","mask(graylevel, foreground: 255, background: 0)",IOU,./data/public_set/2fda1697-33cb-47e5-a982-93795d3b862c/defect.png
68,719a5c75-3d10-4ee8-ac66-32086c90e277,rotation,Adjust the orientation of the refence image using the test image. Display where the difference. Supply the end result as a PIL.Image object,Detect SIFT features in both the reference and test images. Match features using a Brute Force matcher. Estimate the rotation angle and translation using RANSAC. Rotate the reference image using the estimated homography matrix. Remove the noise of rotated referece image and test image. Calculate the residual using gray images and set 30 pixel border of residual to 0. Display where the outlier of residual in binary mask and remove small objects. Supply the end result as a PIL.Image object,"{'ref': './data/public_set/719a5c75-3d10-4ee8-ac66-32086c90e277/ref.png', 'test': './data/public_set/719a5c75-3d10-4ee8-ac66-32086c90e277/test.png'}","mask(graylevel, foreground: 255, background: 0)",IOU,./data/public_set/719a5c75-3d10-4ee8-ac66-32086c90e277/defect.png
69,970a3f6d-7115-46c5-8299-8aff43a205a7,rotation,Adjust the orientation of the refence image using the test image. Display where the difference. Supply the end result as a PIL.Image object,Detect SIFT features in both the reference and test images. Match features using a Brute Force matcher. Estimate the rotation angle and translation using RANSAC. Rotate the reference image using the estimated homography matrix. Remove the noise of rotated referece image and test image. Calculate the residual using gray images and set 30 pixel border of residual to 0. Display where the outlier of residual in binary mask and remove small objects. Supply the end result as a PIL.Image object,"{'ref': './data/public_set/970a3f6d-7115-46c5-8299-8aff43a205a7/ref.png', 'test': './data/public_set/970a3f6d-7115-46c5-8299-8aff43a205a7/test.png'}","mask(graylevel, foreground: 255, background: 0)",IOU,./data/public_set/970a3f6d-7115-46c5-8299-8aff43a205a7/defect.png
70,5a001254-f4d8-4ab0-b015-6090c03c3531,rotation,Adjust the orientation of the refence image using the test image. Display where the difference. Supply the end result as a PIL.Image object,Detect SIFT features in both the reference and test images. Match features using a Brute Force matcher. Estimate the rotation angle and translation using RANSAC. Rotate the reference image using the estimated homography matrix. Remove the noise of rotated referece image and test image. Calculate the residual using gray images and set 30 pixel border of residual to 0. Display where the outlier of residual in binary mask and remove small objects. Supply the end result as a PIL.Image object,"{'ref': './data/public_set/5a001254-f4d8-4ab0-b015-6090c03c3531/ref.png', 'test': './data/public_set/5a001254-f4d8-4ab0-b015-6090c03c3531/test.png'}","mask(graylevel, foreground: 255, background: 0)",IOU,./data/public_set/5a001254-f4d8-4ab0-b015-6090c03c3531/defect.png
71,265bb432-ab82-45b9-ba07-1ed172a10523,rotation,Adjust the orientation of the refence image using the test image. Display where the difference. Supply the end result as a PIL.Image object,Detect SIFT features in both the reference and test images. Match features using a Brute Force matcher. Estimate the rotation angle and translation using RANSAC. Rotate the reference image using the estimated homography matrix. Remove the noise of rotated referece image and test image. Calculate the residual using gray images and set 30 pixel border of residual to 0. Display where the outlier of residual in binary mask and remove small objects. Supply the end result as a PIL.Image object,"{'ref': './data/public_set/265bb432-ab82-45b9-ba07-1ed172a10523/ref.png', 'test': './data/public_set/265bb432-ab82-45b9-ba07-1ed172a10523/test.png'}","mask(graylevel, foreground: 255, background: 0)",IOU,./data/public_set/265bb432-ab82-45b9-ba07-1ed172a10523/defect.png
72,d7428c22-e5c7-4dea-b493-9aac26290c7c,rotation,Adjust the orientation of the refence image using the test image. Display where the difference. Supply the end result as a PIL.Image object,Detect SIFT features in both the reference and test images. Match features using a Brute Force matcher. Estimate the rotation angle and translation using RANSAC. Rotate the reference image using the estimated homography matrix. Remove the noise of rotated referece image and test image. Calculate the residual using gray images and set 30 pixel border of residual to 0. Display where the outlier of residual in binary mask and remove small objects. Supply the end result as a PIL.Image object,"{'ref': './data/public_set/d7428c22-e5c7-4dea-b493-9aac26290c7c/ref.png', 'test': './data/public_set/d7428c22-e5c7-4dea-b493-9aac26290c7c/test.png'}","mask(graylevel, foreground: 255, background: 0)",IOU,./data/public_set/d7428c22-e5c7-4dea-b493-9aac26290c7c/defect.png
