,id,task,messages,detail,input,output_format,metric
40,dbbb2212-2e5a-4140-b069-3ef449980993,contour_extraction,"Detect all the bowl using ref image and get the masks (pixel-level) of all the bowl. (If the objects is pattern, you can use image processing such as otsu to get the pattern. Otherwise, you can use object detection + segmentation model.)Get the mask which represent the overlap between bowl contour and the residual outlier. (No overlap is possible)Supply the end result as a PIL.Image.uint8 (Do not use list). (If the mask is bool please multiply 255. Give the final answer in float or int using result variable.)","Detect all the bowl using ref image and get the masks (pixel-level) of all the bowl. (If the objects is pattern, you can use image processing such as otsu to get the pattern. Otherwise, you can use object detection + segmentation model.)Convert two image into gray. Get the residual between two image (based on test image). Get the residual > 20. Get the mask which represent the overlap between bowl contour and the residual outlier. (No overlap is possible)Supply the end result as a PIL.Image.uint8 (Do not use list). (If the mask is bool please multiply 255. Give the final answer in float or int using result variable.)","{'ref': './data/private_set/dbbb2212-2e5a-4140-b069-3ef449980993/ref.png', 'test': './data/private_set/dbbb2212-2e5a-4140-b069-3ef449980993/test.png'}","mask(graylevel, foreground: 255, background: 0)",IOU
41,b8ff6e57-4c87-4212-92a2-04bfb81e2809,count,Count the bench on the images. Give the count of bench by using variable result. (Give the final answer in float or int using result variable.),Count the bench on the images. Give the count of bench by using variable result. (Give the final answer in float or int using result variable.),{'ref': './data/private_set/b8ff6e57-4c87-4212-92a2-04bfb81e2809/ref.png'},float,MAE
42,e7da471f-a409-4f11-a295-ce45738db883,count,Count the airplane on the images. Give the count of airplane by using variable result. (Give the final answer in float or int using result variable.),Count the airplane on the images. Give the count of airplane by using variable result. (Give the final answer in float or int using result variable.),{'ref': './data/private_set/e7da471f-a409-4f11-a295-ce45738db883/ref.png'},float,MAE
43,b6d1fc0e-0157-4bc1-bb89-c7aa0d030816,count,Count the bear on the images. Give the count of bear by using variable result. (Give the final answer in float or int using result variable.),Count the bear on the images. Give the count of bear by using variable result. (Give the final answer in float or int using result variable.),{'ref': './data/private_set/b6d1fc0e-0157-4bc1-bb89-c7aa0d030816/ref.png'},float,MAE
44,1e3e6a93-1eb5-4ccf-ba07-ea3d5ce6b828,area,"Calculate the area of all the bench in pixel level.(If the objects is pattern, you can use image processing such as otsu to get the pattern. Otherwise, you can use segmentation model.)  (Give the final answer in float or int using result variable.)","Calculate the area of all the bench in pixel level.(If the objects is pattern, you can use image processing such as otsu to get the pattern. Otherwise, you can use segmentation model.)  (Give the final answer in float or int using result variable.)",{'ref': './data/private_set/1e3e6a93-1eb5-4ccf-ba07-ea3d5ce6b828/ref.png'},float,MAE
45,5d43fb15-2634-4338-a8fa-d428ebfcc97e,area,"Calculate the area of all the airplane in pixel level.(If the objects is pattern, you can use image processing such as otsu to get the pattern. Otherwise, you can use segmentation model.)  (Give the final answer in float or int using result variable.)","Calculate the area of all the airplane in pixel level.(If the objects is pattern, you can use image processing such as otsu to get the pattern. Otherwise, you can use segmentation model.)  (Give the final answer in float or int using result variable.)",{'ref': './data/private_set/5d43fb15-2634-4338-a8fa-d428ebfcc97e/ref.png'},float,MAE
46,c55e4ce2-24ab-4c00-994e-3a6492ad1327,area,"Calculate the area of all the bear in pixel level.(If the objects is pattern, you can use image processing such as otsu to get the pattern. Otherwise, you can use segmentation model.)  (Give the final answer in float or int using result variable.)","Calculate the area of all the bear in pixel level.(If the objects is pattern, you can use image processing such as otsu to get the pattern. Otherwise, you can use segmentation model.)  (Give the final answer in float or int using result variable.)",{'ref': './data/private_set/c55e4ce2-24ab-4c00-994e-3a6492ad1327/ref.png'},float,MAE
47,c49e5bfb-7b8f-4c4d-a873-998fb4256d17,density,Count the banana on the images.  The picture area is 75 square meters. Calculate the density (count/per square meters) of the banana. (Give the final answer in float or int using result variable.),Count the banana on the images.  The picture area is 75 square meters. Calculate the density (count/per square meters) of the banana. (Give the final answer in float or int using result variable.),{'ref': './data/private_set/c49e5bfb-7b8f-4c4d-a873-998fb4256d17/ref.png'},float,MAE
48,2a49eacb-9030-46cd-9425-1c14022d6e98,density,Count the bear on the images.  The picture area is 41 square meters. Calculate the density (count/per square meters) of the bear. (Give the final answer in float or int using result variable.),Count the bear on the images.  The picture area is 41 square meters. Calculate the density (count/per square meters) of the bear. (Give the final answer in float or int using result variable.),{'ref': './data/private_set/2a49eacb-9030-46cd-9425-1c14022d6e98/ref.png'},float,MAE
49,33ddb476-7cff-496d-a01b-597d58f90bfb,density,Count the bottle on the images.  The picture area is 40 square meters. Calculate the density (count/per square meters) of the bottle. (Give the final answer in float or int using result variable.),Count the bottle on the images.  The picture area is 40 square meters. Calculate the density (count/per square meters) of the bottle. (Give the final answer in float or int using result variable.),{'ref': './data/private_set/33ddb476-7cff-496d-a01b-597d58f90bfb/ref.png'},float,MAE
